Valor,Saldo_Anterior,Mudanca_Dispositivo,Horario,Novo_Destino,Fraude
6332.99,16911.45,0,20,1,0
7275.37,26986.87,0,10,0,0
2028.14,3370.52,1,22,0,1
9298.71,23912.69,0,19,0,0
4597.81,5677.31,1,22,1,1
8018.56,24911.54,0,14,0,0
9266.05,27107.9,0,12,0,0
9436.72,13232.81,0,3,1,1
585.9,16707.34,1,22,0,1
4823.4,8523.36,0,19,0,0
6851.11,15874.59,0,19,0,0
1015.37,8744.97,0,22,1,1
1325.97,4676.97,1,4,1,1
7949.35,22241.32,0,20,0,0
5912.42,25809.32,1,4,1,1
65.0,6096.52,1,0,0,1
307.7,8684.76,0,20,0,0
7754.6,8757.49,0,16,0,0
5090.62,11510.6,1,6,1,1
5804.04,19387.2,1,1,0,1
6134.01,18950.76,0,8,0,0
8413.53,27420.99,1,19,0,0
8735.5,10363.88,0,3,1,1
6008.55,11620.64,0,13,0,0
5537.8,6970.58,0,14,0,0
4164.01,16979.23,0,15,0,0
2344.57,14497.51,0,8,0,0
6930.89,21699.68,0,14,0,0
8767.77,21937.22,0,1,1,1
5338.53,10456.77,1,0,0,1
7081.27,20103.91,1,22,1,1
8513.56,26936.28,1,23,0,1
7022.47,26772.86,1,8,1,0
401.11,9073.52,0,8,0,0
3756.17,4736.63,0,14,0,0
1377.49,17485.33,0,6,1,1
9720.33,15918.0,1,22,1,1
5057.02,20373.57,1,1,0,1
5536.3,19031.25,0,13,1,0
3147.63,20209.87,0,8,0,0
2374.0,9732.31,0,12,1,0
9488.48,19536.65,0,13,0,0
313.57,5019.93,1,3,1,1
119.85,13145.08,1,0,1,1
9744.2,15616.11,1,3,1,1
1512.66,17209.48,1,1,1,1
6720.29,14851.95,1,22,1,1
1417.83,6142.28,1,2,0,1
6799.68,16638.59,1,4,1,1
3691.58,13163.69,1,0,0,1
8564.44,16594.44,1,12,0,0
8793.08,22357.09,0,8,0,0
9357.53,20925.51,0,10,0,0
3873.49,5129.52,1,5,1,1
7049.76,10338.25,1,3,0,1
9792.46,14488.62,1,15,0,0
47.12,11812.91,0,11,0,0
6426.83,10089.56,1,4,1,1
8700.26,13131.84,1,1,1,1
403.87,16761.65,1,23,1,1
5928.15,10158.21,1,6,1,1
9162.33,10599.55,0,17,0,0
1989.11,7931.99,0,18,0,0
2700.99,10856.34,0,18,0,0
160.73,8093.29,0,13,0,0
2933.45,8075.24,0,18,0,0
8142.41,19373.46,0,15,0,0
9548.84,9933.98,0,20,0,0
3479.3,21975.43,0,13,0,0
5817.12,17037.88,0,11,0,0
2428.47,3293.29,0,19,0,0
5573.91,13504.41,0,18,0,0
3930.53,8399.65,1,0,0,1
680.41,12667.96,0,8,0,0
5112.03,23529.22,0,14,1,0
3249.26,18738.32,1,14,0,0
4523.16,21476.22,0,3,0,1
749.71,12859.22,1,3,1,1
8462.2,10308.55,0,20,0,0
8919.76,9642.06,0,16,0,0
9479.42,28638.54,0,8,1,0
479.19,14327.78,1,2,1,1
1317.33,8685.15,0,11,0,0
2733.58,7240.8,0,9,0,0
5389.7,18159.13,0,9,0,0
230.17,7259.33,0,20,1,0
2500.43,12771.9,0,6,1,1
8789.22,14438.0,0,13,0,0
7033.16,22277.81,1,6,1,1
1372.35,13393.34,1,4,1,1
9073.4,24367.84,0,14,0,0
9090.01,20532.76,0,11,0,0
5800.6,20727.55,0,16,0,0
2472.7,8344.71,0,16,0,0
379.71,6019.24,1,6,1,1
9930.26,14476.46,0,11,0,0
674.3,2437.03,1,2,1,1
5326.38,13395.24,0,9,1,0
9242.93,17441.99,0,9,0,0
8956.76,13972.5,0,11,0,0
6950.02,19126.27,1,2,1,1
2894.05,6563.23,0,5,0,1
7564.07,13075.97,1,4,1,1
5031.76,15089.74,0,23,1,1
5805.92,13091.31,1,0,0,1
2690.58,19290.31,1,16,0,0
7674.21,13219.65,1,0,0,1
6737.59,15158.67,1,2,0,1
3386.57,20275.2,1,3,1,1
3649.06,3929.24,1,1,0,1
3881.1,23677.61,0,12,0,0
2604.91,4171.37,0,12,0,0
6525.72,22921.22,1,4,1,1
9440.98,22740.86,0,4,1,1
7458.39,20752.56,0,19,0,0
1077.7,6937.55,1,22,0,1
5928.51,17026.61,0,17,0,0
5709.89,17189.49,0,17,0,0
995.82,4683.68,0,8,0,0
8946.58,24216.4,1,1,1,1
9877.98,14330.39,0,22,1,1
8161.31,20172.71,1,3,1,1
9640.53,27978.66,1,3,1,1
3479.96,13955.36,1,23,1,1
1688.46,15250.49,1,6,0,1
5601.99,23062.94,0,9,0,0
5100.04,10566.03,0,16,0,0
4870.8,21554.18,0,15,0,0
3197.81,18778.05,0,9,0,0
6367.65,12642.79,1,5,1,1
5952.61,12287.77,0,19,0,0
2694.09,14005.66,1,0,0,1
7536.25,17763.17,0,23,1,1
6330.27,13260.92,0,20,1,0
6805.48,9266.49,1,5,1,1
9160.35,25300.79,0,11,0,0
7377.64,10270.1,0,5,1,1
8450.95,17112.5,0,11,0,0
832.11,18881.96,0,11,0,0
784.4,13506.92,0,19,0,0
430.51,17248.66,1,6,1,1
5516.9,20804.31,0,12,0,0
1571.61,6306.58,0,16,1,0
8382.94,22336.39,0,16,0,0
1442.07,8561.7,0,10,0,0
5968.5,6322.0,0,18,0,0
9928.24,25340.15,0,5,1,1
4183.43,18020.85,1,6,1,1
2748.87,3121.15,0,5,1,1
1096.78,9840.12,0,14,0,0
5590.84,8646.12,0,4,0,1
5652.8,12540.14,0,13,0,0
1969.02,8639.12,0,4,1,1
2866.2,10763.41,0,8,0,0
4543.36,12667.25,1,22,0,1
3208.88,17724.12,0,13,0,0
6653.72,20181.97,1,22,1,1
6929.33,20197.53,1,23,1,1
6190.69,10351.66,0,9,1,0
4899.63,6041.49,0,2,1,1
2494.66,19169.96,1,5,1,1
4561.55,23282.49,0,14,0,0
5491.85,20977.37,1,2,1,1
2476.02,18063.51,0,11,1,0
5523.49,10442.89,0,11,0,0
5342.36,14342.04,0,13,0,0
579.98,5880.51,1,6,0,1
464.01,1592.22,1,23,1,1
6598.71,14172.88,0,13,0,0
1747.21,5485.68,1,5,1,1
4949.26,8663.38,0,2,1,1
3968.46,20500.11,0,3,1,1
8284.21,11744.49,0,6,1,1
9839.94,13179.48,1,1,1,1
5484.12,13558.13,1,22,1,1
7947.84,22350.33,1,4,1,1
7648.98,8161.88,0,12,0,0
8421.91,11199.98,1,3,0,1
9427.89,28461.64,1,3,1,1
573.22,6499.73,0,18,0,0
8558.4,13289.69,1,1,1,1
9924.91,23259.52,1,2,1,1
1747.18,7517.28,0,16,0,0
418.46,14043.32,0,12,0,0
6415.06,22267.07,0,5,1,1
1568.39,3842.75,1,1,0,1
5542.48,16394.44,1,3,0,1
7310.9,22333.11,0,0,0,1
4804.59,13538.08,0,5,1,1
3034.08,20818.59,0,17,0,0
425.31,16112.94,1,23,0,1
5907.57,13624.97,0,1,1,1
8606.65,25680.02,0,8,0,0
3049.38,3529.79,1,0,1,1
9938.55,20897.9,1,6,1,1
5957.9,10863.76,1,2,1,1
5167.15,14780.59,1,8,0,0
1508.99,14736.83,1,22,0,1
8345.88,22484.31,0,16,0,0
7657.47,12954.6,1,6,0,1
23.13,5022.26,0,19,0,0
4931.25,9063.64,1,5,1,1
1181.91,7528.08,0,0,1,1
3231.75,19559.65,0,12,1,0
130.96,12084.99,1,22,1,1
8878.22,19352.77,0,9,0,0
8408.62,16424.71,0,3,1,1
6061.73,9379.45,1,6,1,1
5524.95,21221.34,1,22,1,1
8657.12,15281.19,0,6,0,1
1170.23,10524.45,0,1,1,1
6783.17,23217.96,0,19,1,0
8684.04,18248.4,1,3,0,1
1651.02,12083.59,1,2,0,1
7621.34,17364.64,0,15,0,0
9846.85,14459.63,1,6,1,1
131.09,6983.26,1,22,1,1
8295.65,20257.05,0,22,1,1
7984.06,24476.28,0,20,0,0
5753.96,6596.24,0,8,0,0
191.81,2889.19,1,12,0,0
1416.93,8949.99,0,14,0,0
9469.49,19060.75,0,16,0,0
3845.07,13897.31,0,6,1,1
3569.4,12572.89,0,9,0,0
3726.46,19171.8,0,0,1,1
5822.04,19802.73,0,9,0,0
7227.3,22952.57,1,6,1,1
6443.56,11809.8,1,2,1,1
4987.57,24838.61,0,4,0,1
9342.12,17506.73,0,19,0,0
6679.26,24773.7,0,3,1,1
1926.75,14591.12,1,2,1,1
8734.5,10250.5,1,4,1,1
6319.29,11500.48,1,5,1,1
135.95,6446.02,1,23,1,1
7070.7,23979.55,1,4,1,1
6186.37,20867.77,0,0,1,1
1302.52,5828.11,0,17,1,0
7194.83,23382.1,1,0,1,1
6898.54,7695.67,0,19,0,0
8406.52,11895.58,0,11,0,0
6239.62,22886.83,1,22,0,1
9499.75,16839.41,0,20,0,0
1023.7,3515.82,1,23,0,1
7596.39,13380.35,1,6,0,1
7442.02,7902.69,1,1,0,1
4742.12,23859.93,0,15,0,0
5339.28,9543.7,1,23,1,1
6830.7,20467.61,0,16,0,0
6965.92,9646.53,0,6,0,1
6539.09,24192.59,0,20,0,0
7547.88,8395.54,1,23,1,1
1061.88,5324.84,1,10,0,0
7065.36,26114.57,0,0,1,1
8820.46,21770.39,1,6,0,1
9776.9,23283.82,0,19,0,0
429.09,968.21,1,6,1,1
4519.36,18868.75,0,5,0,1
2078.65,8883.52,0,13,0,0
9098.95,24074.76,0,17,0,0
2467.12,21016.62,1,1,0,1
281.47,10071.24,0,11,0,0
8508.57,24926.17,0,16,0,0
7058.7,24124.39,1,6,0,1
3642.66,22663.04,0,1,1,1
4744.88,18226.84,1,3,1,1
7166.07,10121.11,0,22,0,1
4102.19,6654.81,0,6,0,1
2806.99,9947.39,1,5,1,1
9876.62,24200.21,1,4,0,1
5274.36,18192.96,0,18,0,0
5009.23,12627.81,0,9,0,0
7956.59,14670.1,0,16,0,0
5945.37,11731.96,1,3,0,1
8972.13,15278.22,1,6,0,1
2426.52,10858.55,1,6,0,1
7725.46,13084.56,1,6,0,1
4023.77,19036.22,1,0,1,1
9462.51,11672.66,0,16,0,0
4378.59,22616.03,0,20,0,0
1158.18,17225.98,0,3,1,1
9515.78,28013.22,0,11,0,0
131.42,7803.72,1,3,1,1
5654.43,21011.21,0,15,0,0
8966.85,12159.97,0,15,0,0
5870.22,12424.37,0,2,1,1
7896.66,22044.72,1,12,1,0
2978.25,16366.69,1,6,1,1
5347.14,21202.33,0,14,0,0
9424.87,20892.88,0,15,0,0
7323.66,12942.39,0,15,0,0
3515.64,18625.18,0,22,1,1
589.41,1665.13,0,10,0,0
8584.83,12579.51,1,1,1,1
3975.29,17080.78,0,10,0,0
1192.83,16914.12,0,20,0,0
8400.21,26209.49,0,5,0,1
3535.25,5878.72,0,11,0,0
6843.87,11456.36,0,16,0,0
5145.29,16501.43,0,15,0,0
9929.72,10531.07,1,1,0,1
5417.55,25090.54,1,23,1,1
2951.54,10776.04,1,4,1,1
2709.77,10671.33,1,1,0,1
8636.84,20681.84,1,5,1,1
2995.27,22055.85,0,20,0,0
6467.84,25666.91,0,9,0,0
1742.0,14879.96,1,23,1,1
252.92,11188.12,0,23,1,1
4355.11,10246.15,0,15,0,0
8025.58,27734.2,0,16,0,0
7366.66,12464.93,1,1,1,1
8728.58,20644.81,1,5,0,1
7167.73,8179.82,0,12,0,0
2250.45,9748.06,0,5,1,1
5758.99,9345.9,1,5,1,1
2586.3,14366.34,1,6,1,1
1532.64,8070.9,1,4,0,1
7044.51,13947.04,0,14,0,0
9262.2,21625.63,0,13,0,0
8226.0,12387.34,0,5,0,1
2847.51,8599.68,0,13,0,0
3652.29,22972.35,1,0,1,1
8983.23,9118.32,0,20,0,0
8262.42,16362.76,1,4,0,1
3315.67,13427.04,1,3,1,1
8944.84,15490.37,1,8,0,0
167.59,1969.53,0,15,0,0
6442.6,22655.13,1,22,0,1
3518.56,17962.98,0,18,0,0
1314.56,7470.33,0,17,0,0
8524.12,27107.4,0,5,0,1
2011.2,10221.13,0,12,0,0
251.68,18401.82,1,3,1,1
3479.3,16987.05,1,23,1,1
1905.89,8893.36,0,10,0,0
345.8,3916.54,0,6,0,1
5858.99,12549.65,0,17,0,0
6102.84,17076.63,0,18,0,0
5939.23,11677.45,0,13,0,0
3409.91,18566.44,0,14,0,0
4928.33,22886.54,0,1,1,1
2976.16,20195.88,0,18,1,0
8290.54,24797.52,1,23,1,1
8192.44,27112.86,1,22,0,1
1031.09,15032.84,0,13,1,0
9963.38,23405.02,1,1,0,1
8351.19,24127.84,1,10,0,0
7903.76,15830.11,0,12,0,0
5257.36,12967.99,0,20,0,0
5966.74,21952.77,1,2,0,1
9900.97,15979.13,0,9,0,0
686.01,1061.87,1,1,1,1
1740.29,20116.98,0,5,1,1
8543.66,13664.26,1,15,0,0
7954.72,15104.72,1,5,0,1
9880.48,24737.65,1,22,1,1
9498.5,23011.5,1,3,1,1
377.57,14588.87,1,17,1,0
1007.86,13682.46,0,9,1,0
4834.86,16283.57,0,23,1,1
7448.87,24382.27,0,20,0,0
5036.33,18203.29,1,2,1,1
1745.88,16123.43,1,23,1,1
323.98,12952.18,1,5,0,1
4458.6,7905.85,0,0,1,1
3975.85,23132.72,1,23,1,1
1780.17,20992.87,0,9,0,0
529.05,5227.56,1,1,1,1
6060.19,18230.05,0,8,0,0
5940.67,21234.64,1,1,1,1
1368.12,7268.1,0,19,0,0
826.77,2745.46,1,23,1,1
5777.02,8252.7,1,2,1,1
8740.16,20644.01,1,2,0,1
815.21,15686.41,1,23,1,1
2766.68,5718.32,0,16,0,0
6065.68,25482.14,0,1,0,1
9522.85,14417.8,0,19,0,0
4517.88,8790.72,1,23,1,1
1528.73,3727.85,1,0,1,1
1116.1,2676.04,0,5,1,1
7339.55,14263.85,0,13,0,0
9087.02,22178.1,0,9,1,0
1260.61,15112.62,0,1,1,1
7359.27,23462.16,0,6,1,1
2711.48,12408.78,0,12,0,0
1303.85,4888.8,1,0,1,1
4529.87,19400.71,1,2,1,1
1258.89,16280.69,0,16,0,0
1401.33,8211.74,0,3,1,1
8843.22,20011.41,1,6,1,1
5916.84,15648.23,1,5,1,1
7287.62,11065.9,0,4,1,1
1411.82,10015.68,0,13,0,0
2600.76,15102.65,0,23,1,1
9345.02,14231.6,0,1,0,1
4353.93,5488.52,1,4,1,1
7437.65,8232.39,1,5,1,1
2440.6,3951.78,1,20,0,0
2074.05,11274.21,0,17,0,0
6370.33,23821.4,1,3,1,1
4426.19,9883.47,0,18,0,0
2745.47,18113.07,0,20,1,0
8286.71,14635.47,0,17,1,0
5061.6,9652.73,0,12,0,0
4730.21,15885.65,0,3,1,1
8121.76,19949.8,0,10,0,0
4094.05,22715.14,0,11,0,0
422.67,13252.74,0,13,0,0
6916.59,21718.66,0,11,0,0
9947.04,25704.2,0,9,0,0
7714.99,27296.71,1,22,1,1
2131.27,12388.88,1,2,1,1
5987.59,22880.79,1,6,0,1
5769.87,16718.82,0,17,0,0
8315.42,9190.68,1,0,1,1
263.25,13628.6,1,2,1,1
6640.07,7121.05,1,5,1,1
6850.46,18328.21,0,23,1,1
7766.37,20893.92,1,5,0,1
662.05,8472.14,0,13,0,0
6601.54,25136.29,0,14,0,0
2577.49,4827.19,1,12,0,0
9978.39,16051.57,0,14,0,0
9856.65,25231.25,1,3,1,1
7039.54,8033.27,1,3,1,1
1741.21,2082.06,0,4,0,1
8713.33,11584.49,0,6,1,1
9700.94,14613.15,0,17,0,0
4329.5,6090.2,0,9,0,0
3319.65,22252.65,0,20,1,0
6960.53,11736.5,1,2,1,1
6102.56,6982.58,0,10,0,0
7547.75,12644.64,0,17,0,0
3145.05,9075.52,0,8,0,0
2017.33,15642.03,0,2,1,1
2283.83,6429.18,0,9,0,0
1162.75,7365.05,0,13,0,0
5179.29,5476.51,1,4,1,1
4632.17,13006.09,0,2,0,1
8372.04,26111.01,1,1,1,1
1207.46,1394.29,1,22,1,1
6041.92,18988.05,1,23,1,1
321.03,10401.24,1,22,1,1
4825.59,14735.43,0,5,1,1
9968.77,14093.63,0,4,1,1
9640.65,27609.96,0,5,1,1
4115.31,21219.71,0,9,1,0
2754.57,20947.69,0,2,0,1
4464.57,10086.12,0,1,0,1
610.25,5002.51,0,9,0,0
4123.54,17736.97,1,6,0,1
9059.63,19206.96,0,15,0,0
5496.77,24028.03,1,2,1,1
8094.29,27135.26,0,19,0,0
7871.16,19947.11,1,1,1,1
2858.1,11110.55,1,23,1,1
4281.13,14265.37,1,5,1,1
3476.2,12392.7,0,13,0,0
6136.28,18557.36,0,11,0,0
7787.15,12053.84,0,16,0,0
2188.59,10707.33,0,12,0,0
7322.62,18835.85,1,4,0,1
231.07,16033.96,0,15,0,0
6431.4,13709.39,1,18,0,0
5825.88,16368.12,1,4,0,1
7105.63,24340.63,0,19,0,0
9446.16,19906.1,0,15,0,0
9054.77,15208.32,0,4,1,1
8804.34,12965.22,1,23,1,1
267.86,879.08,1,1,0,1
575.46,14705.84,0,11,0,0
4734.54,19959.25,0,11,0,0
2660.86,5031.18,0,15,0,0
850.23,15065.71,1,6,1,1
3607.76,10804.02,0,3,0,1
2775.51,10899.34,1,2,1,1
1004.48,2553.85,0,19,0,0
3673.42,11044.77,0,9,0,0
5572.44,11453.48,1,4,1,1
7039.82,14005.66,0,5,1,1
7483.25,20397.99,0,1,1,1
8372.37,14462.0,0,14,0,0
4893.58,17386.37,1,0,0,1
3340.64,13148.92,0,13,0,0
9898.52,22355.35,0,13,0,0
6918.79,12313.77,0,11,0,0
9382.97,14601.52,0,8,0,0
956.76,17169.73,0,14,0,0
3123.72,6988.98,0,8,0,0
9951.77,18303.31,0,14,0,0
6326.32,19443.56,1,23,0,1
797.7,15062.34,0,10,0,0
2417.91,16761.22,0,9,0,0
3557.09,6895.87,0,16,0,0
2021.11,6420.14,0,0,1,1
9629.64,17912.33,0,4,1,1
5185.61,12358.85,1,23,0,1
7600.47,11057.62,0,8,0,0
4192.46,10637.65,1,20,0,0
1875.91,15048.3,0,20,0,0
2993.47,16100.84,0,10,0,0
8672.05,24830.66,1,0,1,1
4184.24,7448.84,0,11,0,0
7317.65,20597.69,1,5,1,1
7638.42,12355.58,1,6,1,1
1214.38,5135.5,1,6,1,1
754.76,16844.07,1,2,1,1
2431.67,9033.85,1,5,1,1
4159.78,14208.08,0,18,0,0
2634.35,8896.49,0,18,0,0
8728.81,17490.53,1,1,1,1
5067.6,11293.2,1,2,1,1
6427.77,16596.33,0,3,1,1
7143.73,15825.28,1,23,0,1
5161.64,6954.26,1,0,1,1
4345.42,14174.05,0,20,0,0
529.86,2249.91,0,9,0,0
4373.41,15781.14,0,10,0,0
6977.75,16271.52,0,18,0,0
9518.6,22742.77,1,0,0,1
7568.48,21748.46,0,19,0,0
9449.44,21854.67,0,18,0,0
9095.45,19643.93,0,3,0,1
4313.87,21365.48,0,13,0,0
5917.81,20060.99,0,16,0,0
5761.74,13829.32,0,8,0,0
5444.3,15615.36,1,19,0,0
9866.52,10753.98,0,8,0,0
2070.86,18621.19,0,15,0,0
1510.19,12361.74,0,2,1,1
8792.39,26002.3,1,6,1,1
9085.86,26328.61,1,14,0,0
714.98,2840.87,1,1,0,1
9377.62,23179.26,0,8,0,0
3972.1,14766.27,1,8,0,0
1309.56,6692.94,0,22,0,1
8851.91,17496.65,1,20,1,0
9361.37,28842.98,0,10,0,0
133.97,11513.58,0,12,0,0
1793.74,17452.36,0,9,0,0
4329.02,23045.16,1,0,0,1
3121.84,5408.49,0,14,0,0
3563.17,17695.44,1,23,1,1
6526.94,11018.88,0,18,0,0
8608.7,22380.38,0,5,1,1
7888.09,25812.02,0,4,1,1
2561.1,10466.84,1,17,0,0
8172.55,10470.14,1,22,1,1
8227.15,8569.07,0,3,1,1
1194.55,5922.9,0,9,1,0
3060.05,8544.18,1,2,1,1
864.03,19630.07,0,17,0,0
9443.22,12876.29,1,3,1,1
6673.18,18114.26,0,14,0,0
784.54,17319.06,0,19,0,0
6167.54,7425.68,0,15,0,0
3261.41,19057.97,0,10,0,0
2848.94,21392.59,0,10,0,0
2138.0,17128.68,0,16,1,0
402.73,13192.73,1,23,1,1
189.89,5397.17,1,3,1,1
1737.59,19469.37,0,12,0,0
9758.98,13081.25,1,2,1,1
2647.63,18810.64,0,17,0,0
4905.5,17488.63,1,19,0,0
8357.6,22511.61,0,20,0,0
5225.88,12352.2,0,10,0,0
4443.06,12365.83,0,3,1,1
5705.33,18717.41,0,15,0,0
7009.13,24830.13,1,9,0,0
6081.29,17479.06,1,2,1,1
7262.54,11033.28,1,6,1,1
7852.14,11061.32,0,8,1,0
9514.52,28209.74,1,4,1,1
7378.01,17545.77,0,20,0,0
6461.65,9946.27,1,8,0,0
7604.68,10895.95,0,3,1,1
8963.31,27463.79,1,16,1,0
8499.03,18659.39,0,19,0,0
3775.67,14957.55,1,4,1,1
5275.14,12511.71,1,2,0,1
4399.66,20827.36,1,23,1,1
5420.93,17950.75,0,4,1,1
6251.08,20568.61,0,14,0,0
8942.05,12036.45,0,1,1,1
9911.77,12519.21,1,23,0,1
3902.66,9335.76,0,13,1,0
5502.55,14580.36,0,15,0,0
7381.73,24198.3,0,10,0,0
6026.44,17103.03,0,11,0,0
9810.06,12957.64,1,1,1,1
5924.72,11488.7,0,16,0,0
9083.58,13340.35,0,5,0,1
3751.66,20319.29,0,0,1,1
126.95,12673.08,0,23,1,1
6727.34,13283.96,1,8,0,0
3928.52,4329.22,0,2,1,1
7236.97,22267.26,0,2,1,1
9012.57,28356.57,1,23,1,1
4287.71,21291.69,0,5,1,1
5992.35,8639.87,0,17,0,0
5020.15,13733.19,0,5,1,1
8361.44,19706.64,0,23,1,1
3030.41,11626.8,1,12,0,0
1860.83,4609.55,0,11,0,0
4747.4,7778.18,1,0,0,1
5590.15,15291.34,0,17,0,0
3389.29,21447.12,1,6,0,1
691.69,4999.99,0,15,0,0
2442.39,8458.41,1,22,1,1
5344.34,23705.52,0,22,1,1
4951.41,6589.97,1,10,0,0
4816.59,12731.93,1,3,0,1
4797.97,24745.56,0,12,0,0
2739.86,8034.73,1,22,1,1
8646.99,18851.37,1,22,0,1
2929.26,19352.3,1,2,1,1
9395.59,25579.47,0,5,1,1
7338.25,16469.19,0,15,0,0
3756.79,23678.76,0,15,1,0
3810.2,23466.72,0,22,1,1
4725.95,12443.65,1,22,1,1
9105.61,16510.56,0,16,0,0
1405.12,7618.73,1,2,1,1
9181.93,18145.41,0,13,0,0
4861.04,15598.77,1,6,1,1
7953.91,17544.22,0,1,0,1
9758.89,14019.17,1,23,0,1
1609.12,19181.99,0,1,0,1
2205.4,21208.46,0,19,0,0
8625.01,20618.61,1,5,1,1
964.4,20549.52,0,2,0,1
787.46,6652.85,0,19,1,0
2741.34,15611.85,1,3,0,1
536.03,15063.67,0,20,0,0
1859.48,7661.22,1,23,1,1
7093.51,12360.96,1,5,0,1
6603.24,7087.86,1,4,1,1
7799.32,21801.66,0,9,0,0
8712.67,22224.23,0,19,0,0
2743.53,8447.69,1,0,1,1
2175.23,15857.63,1,4,0,1
5042.29,12137.29,0,15,0,0
9468.25,22281.92,0,14,0,0
8167.83,27369.1,1,22,0,1
1113.64,14491.17,0,3,1,1
798.9,8357.92,1,4,0,1
8985.47,23827.64,0,20,0,0
1545.21,20720.83,0,8,0,0
3553.65,22630.36,0,10,0,0
3172.12,21863.43,0,18,0,0
3625.58,6535.44,0,4,1,1
1648.24,12756.46,0,17,0,0
3931.01,15893.04,0,22,1,1
7898.29,22179.45,1,0,1,1
8832.83,24211.02,0,15,0,0
5520.36,6067.05,1,9,1,0
6439.34,18034.21,1,4,0,1
3957.43,23306.13,1,4,1,1
253.76,9996.07,1,4,1,1
4050.76,13692.75,0,13,0,0
1210.89,17343.3,1,5,1,1
8511.86,19221.35,1,20,0,0
6175.28,17027.18,1,4,1,1
9994.14,10319.06,1,22,1,1
2759.83,17440.0,0,16,0,0
8743.48,25836.94,1,22,0,1
263.94,6020.99,1,22,0,1
5723.0,19264.58,0,2,1,1
9630.29,24670.61,1,23,1,1
5821.99,17075.11,0,9,0,0
7437.66,20745.57,0,8,0,0
9381.8,26048.79,0,11,0,0
4993.89,22971.78,0,1,1,1
5906.4,23576.4,1,22,1,1
2885.32,16892.18,0,17,0,0
5548.0,20152.34,1,22,1,1
5232.1,10733.15,1,4,1,1
9272.51,21182.39,0,5,1,1
9056.7,18752.72,0,20,0,0
1698.03,21347.69,1,14,0,0
5330.57,16442.66,1,6,1,1
3616.08,19291.07,0,12,0,0
7502.11,16056.64,0,0,0,1
9607.79,17865.02,0,18,0,0
1294.58,14723.34,1,9,0,0
9270.74,20446.65,1,23,1,1
8966.13,12113.78,0,19,0,0
7324.93,8022.45,0,22,0,1
5760.86,19726.01,0,11,0,0
4773.66,17194.94,0,10,0,0
2419.6,12587.64,1,6,0,1
8150.1,9300.13,1,3,0,1
1128.08,6640.85,1,0,1,1
8239.67,19176.32,1,22,1,1
7093.37,24428.79,1,5,1,1
7341.36,11225.9,0,11,0,0
3803.13,4706.11,1,23,0,1
1535.31,18752.24,0,13,0,0
7193.27,16351.19,1,6,0,1
9085.55,23404.93,1,20,0,0
6136.6,24215.13,0,8,1,0
4463.06,5397.63,0,16,0,0
6263.09,10824.48,0,9,0,0
280.69,2139.55,1,22,0,1
7980.16,9086.56,0,6,1,1
3696.84,12025.82,1,5,1,1
8546.92,26255.89,0,17,1,0
5409.89,18480.2,0,12,1,0
986.06,15034.55,0,14,0,0
9029.92,23538.1,1,22,1,1
924.44,6627.2,0,18,0,0
7000.69,13863.56,0,12,0,0
6394.81,20186.92,1,4,0,1
3176.05,10145.37,1,0,1,1
1016.77,18909.25,1,6,0,1
7904.26,16309.33,0,8,0,0
4109.73,5142.08,1,4,1,1
8904.24,14248.32,0,17,0,0
8213.77,22069.58,0,22,1,1
6710.62,13658.04,1,22,1,1
2166.05,14650.68,1,4,1,1
285.09,4274.7,1,0,1,1
188.56,19978.64,1,22,1,1
6323.26,10342.39,0,11,0,0
4997.66,8240.7,1,12,0,0
2694.78,17409.44,0,8,0,0
8131.73,8921.72,1,6,1,1
1229.16,14434.12,1,23,1,1
1775.83,8255.52,1,11,0,0
6349.16,17487.53,0,11,0,0
723.51,12202.53,0,17,0,0
929.78,14845.29,0,17,0,0
9865.6,26103.12,0,20,0,0
4509.01,8374.01,1,6,1,1
7373.51,15356.34,0,19,0,0
5696.06,12366.66,0,19,0,0
9295.61,25222.58,0,9,0,0
6336.5,24296.75,0,19,0,0
2586.45,8441.28,1,3,0,1
3367.0,12704.49,0,16,1,0
8722.52,10147.16,1,23,1,1
2451.37,4052.49,0,11,0,0
2280.42,17354.54,1,5,0,1
1824.16,11203.72,1,22,1,1
2449.6,19103.27,0,9,0,0
673.77,19441.25,1,22,1,1
5159.69,8250.89,0,17,0,0
6685.45,15583.38,1,22,1,1
263.12,17113.06,0,8,0,0
3150.42,18148.46,0,1,1,1
5608.8,16067.62,0,2,1,1
4038.27,19454.05,0,13,0,0
3211.29,9768.94,0,20,0,0
9420.19,12114.45,0,8,0,0
7301.86,23551.88,0,8,1,0
7773.7,24341.08,1,23,1,1
284.65,14645.62,0,20,0,0
2939.18,17802.92,1,2,1,1
1965.82,14831.76,1,6,1,1
8955.08,12286.23,0,9,0,0
974.38,5138.8,1,3,0,1
2383.07,4145.22,0,3,1,1
7191.45,13564.13,0,11,0,0
1219.04,2111.29,0,4,1,1
832.99,7698.43,1,5,1,1
6555.87,11624.28,0,6,1,1
5169.96,19775.73,0,18,0,0
1842.21,20377.22,1,6,1,1
8289.09,9388.59,0,5,1,1
8032.23,22817.45,1,5,1,1
3887.08,21043.06,0,10,0,0
8621.57,20160.19,0,9,1,0
2432.28,17216.84,1,2,1,1
3992.36,17602.57,0,15,0,0
8731.33,19456.18,0,11,1,0
1053.18,9340.65,0,15,0,0
